color,cylinder,finn_code,first_reg,fuel_type,gear,km,model,model_year,power,price,trans
Polar hvit,"2,1 l",138022544,22.12.2014,Diesel,Automat,34 500 km,Mercedes-Benz C-Klasse,2015,204 Hk,"422 775,-",4Matic
Blå,"1,6 l",138025611,26.09.2004,Bensin,Manuell,192 000 km,Peugeot 307,2004,109 Hk,"31 618,-",Forhjulsdrift
Grå,1 395 l,137263304,13.06.2017,Elektrisitet+bensin,Automat,28 000 km,Volkswagen Passat,2017,218 Hk,"3 012,-",Forhjulsdrift
Svart,2 l,137998562,02.10.2007,Diesel,Manuell,129 971 km,Mitsubishi Outlander,2007,140 Hk,"110 000,-",Firehjulsdrift
Rød,,138022694,13.05.2014,Elektrisitet,Automat,62 000 km,Tesla Model S,2014,306 Hk,"439 000,-",Bakhjulsdrift
Svart,2 l,138026258,1/-2011,Diesel,Manuell,131 000 km,BMW X1,2011,136 Hk,"119 775,-",S-Drive
Svart,"4,2 l",133250152,01.07.2003,Bensin,Automat,237 000 km,Audi A8,2001,310 Hk,"76 594,-",Quattro
Grå,"1,6 l",138027545,,Diesel,Manuell,175 835 km,Volvo V50,2011,114 Hk,"67 175,-",Forhjulsdrift
Sølv metallic med blåtone,2 l,138023666,29.12.2008,Diesel,Manuell,136 156 km,Toyota Avensis,2008,126 Hk,"59 900,-",Forhjulsdrift
rød,"2,4 l",138016120,18.01.1998,Diesel,Manuell,213 000 km,Volkswagen Caravelle,1998,75 Hk,"29 594,-",Forhjulsdrift
Dark Knight,,138023931,08.01.2019,Elektrisitet,Automat,90 km,Hyundai Kona,2019,204 Hk,"399 000,-",Forhjulsdrift
Svart,2 l,138022266,14.05.2007,Diesel,Manuell,245 000 km,Ford Focus,2005,136 Hk,"21 118,-",Forhjulsdrift
Grå,1 984 l,138022450,07.01.2001,Bensin,Automat,224 000 km,Volvo V70,2001,180 Hk,"20 000,-",Forhjulsdrift
Svart,3 l,138005813,03.07.2011,Diesel,Automat,56 600 km,Nissan Pathfinder,2011,231 Hk,"262 794,-",4 wd
Blå,"1,6 l",110590164,22.04.2012,Diesel,Manuell,135 000 km,Hyundai i30,2012,110 Hk,"83 660,-",Forhjulsdrift
metalikk,"2,5 l",134014633,24.02.2004,Diesel,Manuell,411 000 km,Mitsubishi Pajero,2004,116 Hk,"39 594,-","lav og høy fir med diff sperre,4wd"
Svart metallic,2 400 l,137521633,28.06.2011,Diesel,Manuell,87 500 km,Volvo XC 60,2012,215 Hk,"279 000,-",Firehjulsdrift
Svart,3 l,138027390,,Diesel,Automat,173 000 km,Mercedes-Benz GL,2007,224 Hk,"299 000,-",Firehjulsdrift
Blå,1 586 l,133658861,,Bensin,Automat,130 000 km,Suzuki Liana,2004,106 Hk,"24 594,-",Firehjulsdrift
Svart,"1,8 l",138024383,08.11.2010,Bensin,Manuell,139 000 km,Mercedes-Benz C-Klasse,2005,143 Hk,"49 600,-",Bakhjulsdrift
Svart,,138021572,16.02.2017,Elektrisitet,Automat,40 000 km,BMW i3,2017,170 Hk,"275 000,-",Bakhjulsdrift
Hvit,"1,6 l",137498777,18.12.2014,Diesel,Automat,72 000 km,Citroen Grand C4 Picasso,2014,116 Hk,"213 775,-",Forhjulsdrift
Dark Metal Grey,,138013547,04.09.2018,Elektrisitet,Automat,5 800 km,Nissan Leaf,2018,150 Hk,"325 000,-",Forhjulsdrift
Brun,"1,6 l",120398743,04.09.2012,Diesel,Manuell,125 200 km,Ford C-Max,2012,116 Hk,"120 000,-",Forhjulsdrift
Hvit,2 l,138027160,27.06.2017,Diesel,Automat,22 300 km,Volkswagen Caddy,2017,102 Hk,"239 000,-",Forhjulsdrift
Svart,"2,4 l",138020122,26.06.2006,Diesel,Manuell,292 000 km,Volvo V70,2002,163 Hk,"29 618,-",Forhjulsdrift
Grå,"1,8 l",137765124,19.08.2003,Bensin,Automat,212 000 km,Toyota Avensis,2003,129 Hk,"32 618,-",Forhjulsdrift
Sølv,"1,4 l",133329541,09.12.2008,Diesel,Manuell,199 000 km,Skoda Fabia,2008,80 Hk,"19 656,-",Forhjulsdrift
Blå,"2,5 l",108596939,17.05.1998,Diesel,Manuell,396 000 km,Volkswagen Caravelle,1998,102 Hk,"36 200,-",Forhjulsdrift
Grønn,"2,5 l",138023271,20.07.1997,Diesel,Automat,307 000 km,Land Rover Range Rover,1997,136 Hk,"36 618,-",Firehjulsdrift
Hvit,2 l,120976638,30.08.2012,Diesel,Automat,59 200 km,MINI Countryman,2012,143 Hk,"199 719,-",Firehjulsdrift
Grå,"1,6 l",118001307,23.10.2013,Diesel,Manuell,37 500 km,Citroen Grand C4 Picasso,2013,116 Hk,"233 719,-",Forhjulsdrift
Grå,"1,8 l",136923072,14.10.2003,Bensin,Automat,178 242 km,Volvo V40,2003,122 Hk,"15 594,-",Forhjulsdrift
Panther Black Metallic,1 l,138016063,25.04.2013,Bensin,Manuell,76 000 km,Ford Focus,2013,125 Hk,"118 775,-",Forhjulsdrift
brun mettallic,2 l,136776541,19.11.2002,Bensin,Manuell,172 000 km,Saab 9-3,2003,150 Hk,"13 594,-",Forhjulsdrift
Sølv,"1,4 l",137231585,09.05.2014,Bensin,Manuell,65 800 km,Kia Cee'd,2014,100 Hk,"138 775,-",Forhjulsdrift
Svart,"1,9 l",138021306,24.11.2010,Diesel,Manuell,160 486 km,Renault Grand Scenic,2010,131 Hk,"83 775,-",Forhjulsdrift
Rød,1 798 l,133806743,10.06.2004,Bensin,Manuell,204 000 km,Ford Mondeo,2003,125 Hk,"14 994,-",Forhjulsdrift
Svart,"1,8 l",104490949,05.03.2011,Bensin,Automat,47 400 km,Mercedes-Benz SLK,2012,184 Hk,"283 775,-",Bakhjulsdrift
Blå,"1,6 l",138019747,02.04.2008,Diesel,Manuell,141 250 km,Volvo V50,2008,109 Hk,"52 000,-",Forhjulsdrift
Grå metallic,"1,5 l",137774091,13.12.2015,Diesel,Manuell,51 000 km,Ford Grand Tourneo Connect,2015,120 Hk,"299 775,-",Forhjulsdrift
Spacegrå met,2 l,138023678,18.11.2010,Diesel,Automat,127 700 km,BMW X1,2011,136 Hk,"139 000,-",Bakhjulsdrift
Krystal hvit Metallic 707,2 l,138025542,12.12.2017,Diesel,Automat,27 335 km,Volvo XC 90,2018,235 Hk,"879 000,-",Firehjulsdrift
Svart,"1,8 l",129040748,23.06.2002,Bensin,Automat,230 000 km,Audi A4,2003,150 Hk,"35 000,-",Forhjulsdrift
Grå,2 l,138025469,2009,Diesel,Manuell,156 000 km,Volvo V50,2010,136 Hk,"85 000,-",Forhjulsdrift
BLACK SAPPHIRE METALLIC,2 l,138014772,04.03.2015,Diesel,Automat,54 500 km,BMW X3,2015,190 Hk,"449 000,-",xDrive
Sølv,"1,3 l",138021571,30.06.2004,Bensin,Manuell,191 252 km,Hyundai Accent,2004,86 Hk,"11 618,-",Forhjulsdrift
Osmium Grey Metallic 714,"2,4 l",138025406,13.09.2017,Diesel,Automat,42 762 km,Volvo XC 60,2017,190 Hk,"549 000,-",Firehjulsdrift
Hvit,"2,4 l",138021579,10.03.1998,Diesel,Manuell,220 836 km,Toyota HiAce,1998,90 Hk,"21 079,-",Firehjulsdrift
Sort,3 l,138021109,14.07.2013,Diesel,Automat,187 000 km,Audi A8,2008,232 Hk,"222 696,-",Firehjulsdrift
Grå,1 498 l,138021387,09.01.2008,Bensin,Manuell,84 000 km,Mercedes-Benz A-Klasse,2008,95 Hk,"39 696,-",Forhjulsdrift
Electric silver Met. 477,"2,4 l",138025329,08.06.2017,Diesel,Automat,36 047 km,Volvo XC 60,2017,220 Hk,"569 000,-",Firehjulsdrift
Magic Blå met,"2,4 l",138025216,30.05.2017,Diesel,Automat,30 742 km,Volvo XC 60,2017,190 Hk,"549 000,-",Firehjulsdrift
Sølv,"1,8 l",138018798,05.08.1998,Bensin,Manuell,271 759 km,Audi A4,1998,125 Hk,"10 000,-",Forhjulsdrift
Hvit,,138018391,04.06.2014,Elektrisitet,Automat,29 778 km,Volkswagen UP!,2014,82 Hk,"135 000,-",Forhjulsdrift
Sølv,,138025050,30.11.2016,Diesel,Manuell,21 000 km,Fiat Doblo,2017,,"145 000,-",Forhjulsdrift
Rød,2 l,138020121,28.11.2007,Bensin,Automat,142 500 km,Nissan Qashqai,2007,141 Hk,"83 618,-",Firehjulsdrift
Hvit,2 l,138024905,15.05.2018,Diesel,Automat,25 000 km,Volvo V90 Cross Country,2018,190 Hk,"759 000,-",Firehjulsdrift
Blå,1 984 l,137294472,08.05.1997,Bensin,Manuell,291 000 km,Audi 80,1994,90 Hk,"9 618,-",Forhjulsdrift
Svart,"3,2 l",138010988,15.09.2016,Diesel,Automat,55 000 km,Ford Ranger,2016,200 Hk,"406 253,-",4x4
Svart,1 968 l,138020453,18.12.2006,Diesel,Manuell,230 600 km,Volkswagen Caddy,2007,69 Hk,"24 294,-",Forhjulsdrift
Krystal hvit perlemor,2 l,138024670,28.12.2017,Diesel,Automat,12 864 km,Volvo V90,2018,190 Hk,"639 000,-",Firehjulsdrift
Hvit,"2,1 l",138023136,,Diesel,Automat,95 600 km,Mercedes-Benz Vito,2013,136 Hk,"199 294,-",Firehjulsdrift
Grå,2 l,138019571,09.07.2014,Elektrisitet+bensin,Automat,56 000 km,Mitsubishi Outlander,2014,202 Hk,"252 775,-",Firehjulsdrift
Hvit,2 l,122398592,04.01.2016,Diesel,Automat,54 000 km,BMW 3-serie,2014,163 Hk,"323 775,-",Firehjulsdrift
Caspian blå,"1,6 l",138024534,19.10.2015,Diesel,Automat,39 075 km,Volvo V70,2015,115 Hk,"299 000,-",Forhjulsdrift
Twilight Bronze Met 700,2 l,138024415,24.09.2015,Diesel,Manuell,45 000 km,Volvo V60 Cross Country,2016,150 Hk,"329 000,-",Forhjulsdrift
Grå,"1,1 l",137699910,28.08.2006,Bensin,Manuell,151 500 km,Renault Clio,2006,75 Hk,"26 618,-",Forhjulsdrift
Sølv,"2,5 l",135946215,17.02.2004,Diesel,Manuell,254 000 km,Nissan King Cab,2004,133 Hk,"79 063,-",Firehjulsdrift
Sort 019,2 l,138024249,18.11.2015,Diesel,Automat,59 747 km,Volvo V60 Cross Country,2016,150 Hk,"339 000,-",Forhjulsdrift
Svart,1 598 l,137991666,04.11.2009,Diesel,Manuell,111 000 km,Volkswagen Golf,2010,105 Hk,"78 775,-",Forhjulsdrift
Brun,1 598 l,134366185,26.06.2012,Diesel,Manuell,108 000 km,Skoda Superb,2012,105 Hk,"123 719,-",Forhjulsdrift
Rød,"1,6 l",138015727,02.05.2002,Bensin,Manuell,185 000 km,Audi A4,2002,102 Hk,"21 618,-",Forhjulsdrift
Metallic,,138023536,14.08.2018,Elektrisitet,Automat,2 600 km,Nissan Leaf,2018,149 Hk,"285 000,-",Forhjulsdrift
Brun,1 591 l,137594851,23.04.2012,Bensin,Manuell,112 781 km,Kia Sportage,2012,135 Hk,"156 431,-",Forhjulsdrift
Sort 019,2 l,138023428,28.12.2015,Diesel,Automat,34 200 km,Volvo V60 Cross Country,2016,150 Hk,"339 000,-",Forhjulsdrift
Sølv,"2,5 l",137534117,02.06.2004,Diesel,Manuell,174 000 km,Mitsubishi Pajero,2004,116 Hk,"95 000,-",Firehjulsdrift
Svart,2 l,138018402,14.02.2008,Diesel,Manuell,176 000 km,Audi A3,2005,140 Hk,"49 000,-",Forhjulsdrift
Svart,"2,1 l",138016586,07.11.2002,Diesel,Automat,287 756 km,Mercedes-Benz E-Klasse,2002,150 Hk,"38 500,-",Bakhjulsdrift
Rød,1 896 l,133090868,29.06.2010,Diesel,Manuell,171 000 km,Skoda Superb,2010,105 Hk,"88 719,-",Forhjulsdrift
Estorilblau 2,2 l,138006663,19.08.2016,Diesel,Automat,40 000 km,BMW 3-serie,2016,163 Hk,"425 000,-",Firehjulsdrift
Brun,2 l,138023050,14.09.2015,Diesel,Automat,158 000 km,BMW X3,2015,190 Hk,"359 000,-",Firehjulsdrift
Sølv,"2,7 l",134515801,15.03.2010,Diesel,Automat,216 328 km,Audi A6 allroad,2010,190 Hk,"158 719,-",Firehjulsdrift
Deep Black Pearl,,138022956,29.08.2016,Elektrisitet,Automat,48 100 km,Volkswagen Golf,2017,116 Hk,"249 900,-",Forhjulsdrift
Sølv,"1,1 l",138022799,2007,Bensin,Manuell,134 000 km,Mitsubishi Colt,2007,75 Hk,"22 000,-",Forhjulsdrift
Cavansite Blue Metallic,"1,5 l",138022974,16.08.2018,Bensin,Automat,11 409 km,Mercedes-Benz C-Klasse,2019,184 Hk,"659 000,-",Firehjulsdrift
Svart,"1,6 l",136401930,14.01.2008,Diesel,Manuell,125 760 km,Peugeot 207,2008,90 Hk,"34 219,-",Forhjulsdrift
Krystal Hvit Met,2 l,138022890,20.07.2018,Diesel,Automat,15 000 km,Volvo V60,2019,190 Hk,"639 000,-",Forhjulsdrift
Svart,1 781 l,138017315,28.03.2000,Bensin,Manuell,200 000 km,Audi A6,1998,110 Hk,"36 618,-",Forhjulsdrift
Hvit,"1,6 l",137164678,17.02.2013,Diesel,Manuell,54 100 km,Volvo V40 Cross Country,2013,114 Hk,"179 000,-",Forhjulsdrift
Sølv,"2,1 l",135666824,05.10.2010,Diesel,Automat,440 000 km,Mercedes-Benz E-Klasse,2010,136 Hk,"73 719,-",Bakhjulsdrift
Onyx black Metallic 717,2 l,138022747,27.11.2017,Diesel,Manuell,18 680 km,Volvo V40 Cross Country,2018,120 Hk,"319 000,-",Forhjulsdrift
Sort Safir Metallic 452,"1,6 l",138022651,16.10.2014,Diesel,Manuell,74 415 km,Volvo V40,2015,114 Hk,"179 000,-",Forhjulsdrift
Svart Sapphire Metallic(475),3 l,138014486,03.12.2008,Diesel,Automat,214 000 km,BMW X5,2009,235 Hk,"262 775,-",XDrive
Midnight Silver Metallic,,137306725,14.05.2017,Elektrisitet,Automat,76 000 km,Tesla Model X,2017,332 Hk,"695 000,-",Firehjulsdrift
Denimblue metallic 723,"1,5 l",138022582,18.11.2016,Bensin,Automat,28 243 km,Volvo V40,2017,122 Hk,"299 000,-",Forhjulsdrift
Grå,,138020617,23.05.2017,Elektrisitet+bensin,Automat,18 954 km,Mercedes-Benz GLC,2017,320 Hk,"549 000,-",Firehjulsdrift
Osmiumgrå metallic,"1,5 l",138022503,02.12.2015,Bensin,Automat,45 174 km,Volvo V40,2016,122 Hk,"259 000,-",Forhjulsdrift
Svart,2 l,137372138,17.09.2009,Diesel,Automat,150 000 km,Mercedes-Benz B-Klasse,2009,109 Hk,"71 775,-",Forhjulsdrift
Svart,2 l,138022409,18.03.2014,Diesel,Automat,93 380 km,Volkswagen Transporter,2014,180 Hk,"259 000,-",Firehjulsdrift
Mussel blue metallic 721,2 l,138022424,18.11.2016,Bensin,Manuell,27 024 km,Volvo V40,2017,122 Hk,"279 000,-",Forhjulsdrift
Hvit,,138012432,07.04.2016,Elektrisitet,Automat,52 900 km,Volkswagen Golf,2016,115 Hk,"199 900,-",Forhjulsdrift
Onyx sort metallic,2 l,138022320,27.07.2017,Diesel,Automat,22 813 km,Volvo V40,2018,120 Hk,"329 000,-",Forhjulsdrift
Krystal hvit Metallic 707,2 l,138022165,20.12.2017,Elektrisitet+bensin,Automat,11 859 km,Volvo S90,2018,407 Hk,"629 000,-",Firehjulsdrift
Grå,2 l,138016701,27.03.2012,Diesel,Automat,90 000 km,BMW X3,2012,163 Hk,"282 719,-",Firehjulsdrift
Hvit,2 461 l,138017794,27.08.1996,Diesel,Manuell,310 000 km,Volkswagen Transporter,1996,102 Hk,"16 500,-",Forhjulsdrift
Blå,"1,6 l",138018048,29.04.1997,Bensin,Automat,178 000 km,BMW 3-serie,1997,102 Hk,"9 618,-",Bakhjulsdrift
Svart,"2,1 l",137492681,01.08.2007,Diesel,Automat,166 435 km,Mercedes-Benz E-Klasse,2007,136 Hk,"76 618,-",Bakhjulsdrift
Svart,1 995 l,138017872,31.05.2015,Diesel,Automat,95 000 km,BMW 5-serie,2014,184 Hk,"303 000,-",Firehjulsdrift
Sort Safir Metallic 452,"1,6 l",138021953,22.01.2015,Diesel,Automat,90 337 km,Volvo S60,2015,115 Hk,"219 000,-",Forhjulsdrift
MINERAL GRAU METALLIC (B39),"1,6 l",119276031,28.02.2013,Bensin,Manuell,95 000 km,BMW 1-serie,2012,136 Hk,"143 719,-",Bakhjulsdrift
Svart,1 895 l,138016340,24.06.2002,Bensin,Manuell,240 000 km,BMW 3-serie,2000,118 Hk,"10 000,-",Bakhjulsdrift
sølvfarget,"1,5 l",129440863,07.07.2004,Bensin,Manuell,126 000 km,Nissan Almera,2004,98 Hk,"19 999,-",fwd
Svart,2 l,138015590,12.06.2007,Diesel,Manuell,178 000 km,Mitsubishi Outlander,2007,140 Hk,"85 000,-",Firehjulsdrift
Titansølv metallic,2 l,138018868,,Diesel,Automat,239 000 km,BMW 3-serie,2010,143 Hk,"99 775,-",Bakhjulsdrift
Svart,"1,9 l",138016561,02.01.2007,Diesel,Manuell,200 000 km,Opel Vectra,2007,120 Hk,"41 600,-",Forhjulsdrift
Svart,"1,6 l",130833618,09.01.2011,Diesel,Automat,142 000 km,Peugeot 3008,2011,111 Hk,"78 719,-",Forhjulsdrift
Grå,2 l,138008991,09.06.2004,Bensin,Automat,197 000 km,Volvo S80,2004,179 Hk,"56 618,-",Forhjulsdrift
Sølv,2 l,138021407,01.07.2015,Diesel,Manuell,107 786 km,Volkswagen Passat,2015,150 Hk,"286 161,-",Firehjulsdrift
Grå,2 l,137976767,14.12.2010,Diesel,Manuell,110 000 km,Audi Q5,2011,143 Hk,"219 775,-",Quattro
Svart,3 l,130351344,09.09.2007,Diesel,Automat,222 000 km,BMW X5,2007,235 Hk,"198 719,-",xDrive
Svart,,137963743,26.06.2014,Elektrisitet,Automat,91 600 km,Tesla Model S,2014,422 Hk,"419 000,-",Bakhjulsdrift
Hvit,1 995 l,132288068,01.02.2012,Diesel,Automat,173 000 km,BMW 5-serie,2009,177 Hk,"139 999,-",Bakhjulsdrift
Grå,2 l,138017805,05.12.2005,Diesel,Manuell,259 827 km,Toyota RAV4,2005,116 Hk,"39 500,-",Firehjulsdrift
Sølv,1 390 l,138016073,07.09.2004,Bensin,Manuell,155 500 km,Volkswagen Golf,2005,75 Hk,"40 500,-",Forhjulsdrift
Blå,1 599 l,135785455,19.03.2003,Bensin,Manuell,170 700 km,Hyundai Matrix,2002,90 Hk,"15 994,-",Forhjulsdrift
Svart,"2,4 l",134869139,18.01.2010,Diesel,Automat,115 000 km,Volvo XC 70,2010,163 Hk,"242 000,-",AWD
Blå,"1,9 l",137984640,22.01.2008,Diesel,Manuell,210 000 km,Opel Vectra,2008,120 Hk,"26 775,-",Forhjulsdrift
Grå,"2,8 l",138015914,05.11.2000,Diesel,Manuell,288 550 km,Nissan Patrol,1994,116 Hk,"41 618,-",Firehjulsdrift
Mørk grå,"1,6 l",138013392,09.07.2012,Diesel,Automat,88 700 km,Volvo V60,2013,114 Hk,"159 000,-",Forhjulsdrift
Grå,"2,4 l",138018903,2002,Diesel,Automat,355 000 km,Volvo V70,2002,163 Hk,"49 618,-",Firehjulsdrift
Hvit med svart vinyltak,1 100 l,138009343,,Bensin,Manuell,70 010 km,Opel Kadett,1968,,"18 000,-",Bakhjulsdrift
Black oak brown,"1,4 l",136061784,12.05.2014,Bensin,Automat,66 400 km,Volkswagen Passat,2014,122 Hk,"193 719,-",Forhjulsdrift
Blå,2 393 l,137354014,30.11.2006,Bensin,Manuell,179 600 km,Audi A6,2007,177 Hk,"86 618,-",Firehjulsdrift
Svart,"1,9 l",137984288,30.11.2003,Diesel,Manuell,242 323 km,Volkswagen Touran,2004,101 Hk,"15 000,-",Forhjulsdrift
Gul,"2,2 l",95166516,14.06.2013,Bensin,Manuell,80 000 km,Lotus,1983,163 Hk,"199 000,-",Bakhjulsdrift
Sølv,2 l,138020187,10.09.2009,Diesel,Manuell,80 000 km,Dodge Journey,2009,140 Hk,"79 900,-",Forhjulsdrift
Svart,998 l,128230341,29.04.2013,Bensin,Manuell,61 000 km,Ford Fiesta,2013,101 Hk,"99 900,-",Forhjulsdrift
Svart,1 560 l,131711733,22.04.2010,Diesel,Manuell,129 600 km,Volvo V50,2010,109 Hk,"79 999,-",Forhjulsdrift
Svart,1 968 l,138016282,21.07.2009,Diesel,Manuell,195 000 km,Audi A4,2010,120 Hk,"113 775,-",Forhjulsdrift
Svart,,132465781,,Elektrisitet,Automat,15 000 km,Volkswagen Golf,2018,136 Hk,"318 000,-",Forhjulsdrift
Grå,"1,6 l",138006930,10.10.2006,Diesel,Manuell,144 042 km,Peugeot 307,2006,90 Hk,"36 618,-",Forhjulsdrift
(FLERFARGET),2 l,138019870,14.03.2016,Diesel,Automat,51 973 km,Audi Q5,2016,163 Hk,"419 000,-",Firehjulsdrift
Hvit,"1,6 l",138019794,29.04.2013,Diesel,Manuell,85 867 km,Peugeot Partner,2013,75 Hk,"89 000,-",Forhjulsdrift
Grå,2 l,137946269,29.06.2007,Diesel,Manuell,150 000 km,BMW 3-serie,2007,122 Hk,"109 000,-",Bakhjulsdrift
Grå,,138016014,28.03.2015,Elektrisitet,Automat,48 500 km,Tesla Model S,2015,,"600 000,-",Firehjulsdrift
Sølv,"1,6 l",138016062,25.03.2004,Bensin,Manuell,174 800 km,Citroen Xsara Picasso,2004,95 Hk,"16 618,-",Forhjulsdrift
Blå,"2,2 l",137961621,06.07.2009,Diesel,Automat,441 822 km,Mercedes-Benz E-Klasse,1999,125 Hk,"21 618,-",Bakhjulsdrift
Sølv,"1,4 l",138018914,,Diesel,Manuell,128 000 km,Toyota Yaris,2007,90 Hk,"39 618,-",Forhjulsdrift
Brun,"1,6 l",131506767,13.10.2013,Diesel,Manuell,76 196 km,Honda CR-V,2014,120 Hk,"193 719,-",Forhjulsdrift
Svart,2 l,128013999,17.10.2006,Bensin,Automat,15 991 km,Suzuki SX4,2006,158 Hk,"86 594,-",Firehjulsdrift
Hvit,2 l,138018744,04.08.2014,Diesel,Automat,61 286 km,Volkswagen Transporter,2015,140 Hk,"211 275,-",Forhjulsdrift
Rød,1 597 l,138010099,08.03.2001,Bensin,Manuell,177 217 km,Subaru Impreza,2001,95 Hk,"21 618,-",Firehjulsdrift
Brun,1 595 l,132505977,05.11.2012,Bensin,Automat,82 000 km,Mercedes-Benz B-Klasse,2013,122 Hk,"179 719,-",Forhjulsdrift
Fiolett,2 l,137973192,29.06.2010,Diesel,Manuell,195 590 km,Skoda Superb,2010,140 Hk,"98 719,-",Forhjulsdrift
Sølv metallic,"1,6 l",138008385,13.03.2016,Diesel,Manuell,85 000 km,Peugeot 308,2016,99 Hk,"144 000,-",Forhjulsdrift
Sølv,1 328 l,138013180,18.02.2016,Bensin,Manuell,188 000 km,Suzuki Ignis,2005,83 Hk,"20 000,-",Firehjulsdrift
Hvit,"2,5 l",90373410,14.08.1998,Diesel,Manuell,595 000 km,Volvo V70,1998,140 Hk,"6 069,-",Forhjulsdrift
Sølv,2 l,135225722,19.07.2007,Diesel,Manuell,83 242 km,Toyota RAV4,2005,116 Hk,"79 594,-",4WD
Hvit,"2,5 l",138014470,25.03.2014,Diesel,Manuell,98 000 km,Isuzu D-max,2014,163 Hk,"209 000,-",Firehjulsdrift
Grå,"1,7 l",138018098,29.10.2009,Diesel,Manuell,78 750 km,Opel Zafira,2009,110 Hk,"78 900,-",Forhjulsdrift
Sølv,2 l,138012841,27.12.2004,Diesel,Manuell,270 405 km,Toyota Avensis,2004,116 Hk,"5 400,-",Forhjulsdrift
Svart,2 l,138017928,10.09.2014,Diesel,Automat,96 700 km,Audi Q3,2014,140 Hk,"278 900,-",Firehjulsdrift
Rød,"2,5 l",138011069,09.02.2005,Diesel,Manuell,213 597 km,Toyota HiAce,2005,102 Hk,"61 079,-",Firehjulsdrift
Sølv,1 968 l,138013644,19.08.2013,Diesel,Manuell,101 000 km,Volkswagen Caddy,2014,110 Hk,"155 000,-",Firehjulsdrift
Vinrød Metallic / Sølv Metallic,"1,8 l",131402163,26.11.2002,Bensin,Manuell,170 465 km,Land Rover Freelander,2002,117 Hk,"25 594,-",Firehjulsdrift
Svart,1 598 l,138014465,09.06.2011,Diesel,Automat,137 000 km,Volkswagen Touran,2012,105 Hk,"122 775,-",Forhjulsdrift
Svart,3 l,138012373,29.10.2013,Diesel,Automat,113 000 km,Audi A6 allroad,2014,204 Hk,"369 000,-",Firehjulsdrift
Sølv,"1,6 l",138011778,14.04.2011,Diesel,Manuell,148 904 km,Kia Cee'd,2011,90 Hk,"92 775,-",Forhjulsdrift
Svart,998 l,138006999,26.02.2015,Bensin,Manuell,50 800 km,Ford Fiesta,2015,101 Hk,"117 696,-",Forhjulsdrift
Grå,"1,9 l",138012573,25.05.2006,Diesel,Automat,161 000 km,Saab 9-3,2006,150 Hk,"51 618,-",Forhjulsdrift
Svart,"1,9 l",138013776,25.03.2004,Bensin,Manuell,170 023 km,BMW 3-serie,2000,118 Hk,"16 618,-",Bakhjulsdrift
Brun,2 l,138012492,09.07.2012,Diesel,Automat,229 000 km,Volkswagen Transporter,2013,179 Hk,"129 294,-",Firehjulsdrift
Hvit,,118438499,17.06.2013,Elektrisitet,Automat,108 000 km,Nissan Leaf,2013,109 Hk,"90 000,-",Forhjulsdrift
Svart,,138002303,19.11.2018,Elektrisitet,Automat,1 150 km,BMW i3,2018,170 Hk,"379 000,-",Bakhjulsdrift
Sølv,2 l,137429331,03.09.2008,Diesel,Manuell,204 165 km,Toyota Avensis,2008,126 Hk,"46 719,-",Forhjulsdrift
Solar Orange metallic,,138012453,06.01.2015,Elektrisitet,Automat,59 500 km,BMW i3,2015,170 Hk,"169 000,-",Bakhjulsdrift
Blå,"1,5 l",127594482,13.06.2018,Bensin,Manuell,170 000 km,Volkswagen Golf,1982,,"40 000,-",Forhjulsdrift
SVART,2 997 l,124164766,21.07.2005,Bensin,Automat,240 000 km,Mercedes-Benz E-Klasse,2005,231 Hk,"143 594,-",Bakhjulsdrift
Sølv,2 l,138016963,01.10.2013,Diesel,Automat,123 000 km,Skoda Superb,2014,170 Hk,"249 900,-",Firehjulsdrift
Delskinn,1 896 l,137894651,27.09.2007,Diesel,Manuell,264 000 km,Volkswagen Golf,2005,105 Hk,"29 500,-",Forhjulsdrift
Rød,2 l,138003125,11.02.2009,Diesel,Manuell,83 000 km,Volkswagen Golf,2009,110 Hk,"85 000,-",Forhjulsdrift
Svart,"1,4 l",138012106,26.09.2010,Bensin,Manuell,134 000 km,Audi A1,2011,122 Hk,"67 690,-",Forhjulsdrift
Sølv,1 796 l,138009947,09.02.2005,Bensin,Automat,157 600 km,Mercedes-Benz E-Klasse,2004,163 Hk,"99 594,-",EPS
Grå,"1,6 l",138013645,30.08.2015,Bensin,Automat,15 000 km,Suzuki SX4 S-Cross,2015,120 Hk,"259 696,-",AllGrip
Rød,"1,6 l",138012097,05.07.2007,Diesel,Manuell,220 000 km,Peugeot Partner,2007,75 Hk,"8 350,-",Firehjulsdrift
Duo color rød og hvit,"1,2 l",134935123,29.11.2012,Bensin,Manuell,59 000 km,Fiat 500,2012,69 Hk,"79 656,-",Forhjulsdrift
Brun,,138016043,16.05.2017,Elektrisitet,Automat,18 700 km,Nissan Leaf,2017,109 Hk,"229 900,-",Forhjulsdrift
Magnetic red,,138016086,01.08.2017,Elektrisitet,Automat,10 100 km,Nissan Leaf,2017,109 Hk,"234 900,-",Forhjulsdrift
Hvit,"1,5 l",138009706,24.03.2015,Elektrisitet+bensin,Automat,95 000 km,Toyota Yaris,2015,100 Hk,"127 696,-",Forhjulsdrift
Sølv,"2,1 l",138012840,22.08.2006,Diesel,Automat,217 000 km,Mercedes-Benz C-Klasse,2004,150 Hk,"36 500,-",Bakhjulsdrift
